,연,월,일,기온
2383,2012,7,11,27.0
2384,2012,7,12,26.7
2385,2012,7,13,27.4
2386,2012,7,14,28.6
2387,2012,7,15,29.1
2388,2012,7,16,29.5
2389,2012,7,17,29.9
2390,2012,7,18,28.5
2391,2012,7,19,28.2
2392,2012,7,20,20.5
2393,2012,7,21,19.6
2394,2012,7,22,20.8
2395,2012,7,23,25.1
2396,2012,7,24,27.8
2397,2012,7,25,29.5
2398,2012,7,26,30.8
2399,2012,7,27,30.0
2400,2012,7,28,30.1
2401,2012,7,29,29.5
2402,2012,7,30,29.6
2403,2012,7,31,29.0
2404,2012,8,1,29.4
2405,2012,8,2,30.2
2406,2012,8,3,29.8
2407,2012,8,4,28.6
2408,2012,8,5,29.8
2409,2012,8,6,27.4
2410,2012,8,7,28.7
2411,2012,8,8,25.8
2412,2012,8,9,25.9
2413,2012,8,10,27.1
2414,2012,8,11,28.8
2415,2012,8,12,27.6
2416,2012,8,13,29.8
2417,2012,8,14,28.6
2418,2012,8,15,29.1
2419,2012,8,16,30.1
2420,2012,8,17,30.5
2421,2012,8,18,28.0
2422,2012,8,19,29.0
2423,2012,8,20,29.1
2424,2012,8,21,29.7
2425,2012,8,22,29.6
2426,2012,8,23,30.1
2427,2012,8,24,30.0
2428,2012,8,25,29.9
2429,2012,8,26,30.1
2430,2012,8,27,30.0
2431,2012,8,28,29.6
2432,2012,8,29,29.1
2433,2012,8,30,30.2
2434,2012,8,31,29.6
2435,2012,9,1,27.9
2436,2012,9,2,25.8
2437,2012,9,3,26.9
2438,2012,9,4,27.3
2439,2012,9,5,28.6
2440,2012,9,6,27.3
2441,2012,9,7,27.6
2442,2012,9,8,28.1
2443,2012,9,9,28.8
2444,2012,9,10,28.9
2445,2012,9,11,28.7
2446,2012,9,12,28.1
2447,2012,9,13,28.8
2448,2012,9,14,28.8
2449,2012,9,15,28.3
2450,2012,9,16,28.3
2451,2012,9,17,27.9
2452,2012,9,18,28.0
2453,2012,9,19,26.7
2454,2012,9,20,27.6
2455,2012,9,21,24.7
2456,2012,9,22,22.3
2457,2012,9,23,20.3
2458,2012,9,24,23.2
2459,2012,9,25,20.4
2460,2012,9,26,21.8
2461,2012,9,27,21.2
2462,2012,9,28,22.3
2463,2012,9,29,24.9
2464,2012,9,30,25.7
2465,2012,10,1,26.9
2466,2012,10,2,23.7
2467,2012,10,3,20.7
2468,2012,10,4,22.5
2469,2012,10,5,23.8
2470,2012,10,6,24.0
2471,2012,10,7,19.1
2472,2012,10,8,19.8
2473,2012,10,9,19.1
2474,2012,10,10,19.2
2475,2012,10,11,20.8
2476,2012,10,12,20.9
2477,2012,10,13,20.7
2478,2012,10,14,17.9
2479,2012,10,15,21.0
2480,2012,10,16,19.1
2481,2012,10,17,17.7
2482,2012,10,18,17.8
2483,2012,10,19,16.3
2484,2012,10,20,18.1
2485,2012,10,21,19.1
2486,2012,10,22,19.8
2487,2012,10,23,20.5
2488,2012,10,24,17.2
2489,2012,10,25,16.6
2490,2012,10,26,18.3
2491,2012,10,27,18.0
2492,2012,10,28,15.4
2493,2012,10,29,17.7
2494,2012,10,30,15.5
2495,2012,10,31,14.9
2496,2012,11,1,15.3
2497,2012,11,2,14.9
2498,2012,11,3,14.0
2499,2012,11,4,14.9
2500,2012,11,5,13.5
2501,2012,11,6,14.0
2502,2012,11,7,16.5
2503,2012,11,8,15.6
2504,2012,11,9,16.5
2505,2012,11,10,15.7
2506,2012,11,11,13.2
2507,2012,11,12,15.3
2508,2012,11,13,14.9
2509,2012,11,14,13.6
2510,2012,11,15,11.7
2511,2012,11,16,13.3
2512,2012,11,17,13.7
2513,2012,11,18,12.7
2514,2012,11,19,8.6
2515,2012,11,20,11.8
2516,2012,11,21,11.4
2517,2012,11,22,10.9
2518,2012,11,23,10.3
2519,2012,11,24,10.5
2520,2012,11,25,9.4
2521,2012,11,26,8.8
2522,2012,11,27,11.0
2523,2012,11,28,7.2
2524,2012,11,29,10.1
2525,2012,11,30,10.5
2526,2012,12,1,7.3
2527,2012,12,2,5.6
2528,2012,12,3,6.7
2529,2012,12,4,9.9
2530,2012,12,5,9.8
2531,2012,12,6,11.9
2532,2012,12,7,8.4
2533,2012,12,8,9.3
2534,2012,12,9,6.6
2535,2012,12,10,5.4
2536,2012,12,11,6.7
2537,2012,12,12,7.2
2538,2012,12,13,7.1
2539,2012,12,14,7.3
2540,2012,12,15,7.2
2541,2012,12,16,12.0
2542,2012,12,17,7.9
2543,2012,12,18,10.4
2544,2012,12,19,6.1
2545,2012,12,20,6.6
2546,2012,12,21,6.8
2547,2012,12,22,6.8
2548,2012,12,23,7.1
2549,2012,12,24,5.1
2550,2012,12,25,4.5
2551,2012,12,26,4.4
2552,2012,12,27,3.9
2553,2012,12,28,4.2
2554,2012,12,29,7.5
2555,2012,12,30,7.2
2556,2012,12,31,8.8
2557,2013,1,1,6.5
2558,2013,1,2,10.0
2559,2013,1,3,5.6
2560,2013,1,4,3.2
2561,2013,1,5,2.8
2562,2013,1,6,4.7
2563,2013,1,7,5.5
2564,2013,1,8,6.6
2565,2013,1,9,6.7
2566,2013,1,10,5.5
2567,2013,1,11,5.1
2568,2013,1,12,4.6
2569,2013,1,13,7.6
2570,2013,1,14,3.5
2571,2013,1,15,4.4
2572,2013,1,16,3.6
2573,2013,1,17,4.3
2574,2013,1,18,3.3
2575,2013,1,19,5.2
2576,2013,1,20,6.1
2577,2013,1,21,6.5
2578,2013,1,22,6.2
2579,2013,1,23,6.5
2580,2013,1,24,6.0
2581,2013,1,25,6.8
2582,2013,1,26,3.8
2583,2013,1,27,4.8
2584,2013,1,28,5.4
2585,2013,1,29,7.1
2586,2013,1,30,8.1
2587,2013,1,31,5.8
2588,2013,2,1,7.9
2589,2013,2,2,15.6
2590,2013,2,3,9.9
2591,2013,2,4,10.1
2592,2013,2,5,9.5
2593,2013,2,6,3.4
2594,2013,2,7,7.1
2595,2013,2,8,4.7
2596,2013,2,9,4.4
2597,2013,2,10,5.4
2598,2013,2,11,5.0
2599,2013,2,12,4.1
2600,2013,2,13,6.7
2601,2013,2,14,7.3
2602,2013,2,15,5.4
2603,2013,2,16,3.1
2604,2013,2,17,4.1
2605,2013,2,18,5.2
2606,2013,2,19,5.5
2607,2013,2,20,4.4
2608,2013,2,21,4.5
2609,2013,2,22,5.5
2610,2013,2,23,6.2
2611,2013,2,24,3.6
2612,2013,2,25,3.0
2613,2013,2,26,5.5
2614,2013,2,27,5.5
2615,2013,2,28,9.9
2616,2013,3,1,13.6
2617,2013,3,2,8.7
2618,2013,3,3,6.8
2619,2013,3,4,6.4
2620,2013,3,5,8.4
2621,2013,3,6,11.0
2622,2013,3,7,13.5
2623,2013,3,8,17.7
2624,2013,3,9,16.7
2625,2013,3,10,13.6
2626,2013,3,11,7.9
2627,2013,3,12,10.7
2628,2013,3,13,17.2
2629,2013,3,14,8.3
2630,2013,3,15,9.2
2631,2013,3,16,12.5
2632,2013,3,17,12.9
2633,2013,3,18,18.3
2634,2013,3,19,19.7
2635,2013,3,20,17.4
2636,2013,3,21,11.7
2637,2013,3,22,13.2
2638,2013,3,23,13.7
2639,2013,3,24,11.0
2640,2013,3,25,9.8
2641,2013,3,26,9.4
2642,2013,3,27,8.3
2643,2013,3,28,15.0
2644,2013,3,29,16.0
2645,2013,3,30,9.0
2646,2013,3,31,7.4
2647,2013,4,1,11.2
2648,2013,4,2,10.6
2649,2013,4,3,13.7
2650,2013,4,4,17.2
2651,2013,4,5,18.1
2652,2013,4,6,17.4
2653,2013,4,7,17.7
2654,2013,4,8,14.7
2655,2013,4,9,16.9
2656,2013,4,10,13.6
2657,2013,4,11,9.7
2658,2013,4,12,11.4
2659,2013,4,13,12.3
2660,2013,4,14,16.6
2661,2013,4,15,17.2
2662,2013,4,16,16.4
2663,2013,4,17,20.9
2664,2013,4,18,19.9
2665,2013,4,19,14.5
2666,2013,4,20,9.2
2667,2013,4,21,7.4
2668,2013,4,22,11.8
2669,2013,4,23,14.3
2670,2013,4,24,16.8
2671,2013,4,25,18.0
2672,2013,4,26,17.5
2673,2013,4,27,15.8
2674,2013,4,28,16.8
2675,2013,4,29,17.9
2676,2013,4,30,19.6
2677,2013,5,1,14.5
2678,2013,5,2,14.6
2679,2013,5,3,14.8
2680,2013,5,4,16.2
2681,2013,5,5,18.1
2682,2013,5,6,20.1
2683,2013,5,7,15.5
2684,2013,5,8,17.3
2685,2013,5,9,19.5
2686,2013,5,10,22.4
2687,2013,5,11,18.9
2688,2013,5,12,19.9
2689,2013,5,13,19.2
2690,2013,5,14,22.8
2691,2013,5,15,20.7
2692,2013,5,16,20.5
2693,2013,5,17,18.0
2694,2013,5,18,19.9
2695,2013,5,19,20.1
2696,2013,5,20,19.1
2697,2013,5,21,23.2
2698,2013,5,22,22.3
2699,2013,5,23,22.5
2700,2013,5,24,22.2
2701,2013,5,25,18.2
2702,2013,5,26,21.7
2703,2013,5,27,22.3
2704,2013,5,28,22.2
2705,2013,5,29,22.0
2706,2013,5,30,21.4
2707,2013,5,31,22.6
2708,2013,6,1,20.3
2709,2013,6,2,18.3
2710,2013,6,3,20.0
2711,2013,6,4,23.2
2712,2013,6,5,22.8
2713,2013,6,6,22.6
2714,2013,6,7,22.2
2715,2013,6,8,22.3
2716,2013,6,9,23.6
2717,2013,6,10,23.6
2718,2013,6,11,21.4
2719,2013,6,12,21.1
2720,2013,6,13,21.4
2721,2013,6,14,23.5
2722,2013,6,15,26.0
2723,2013,6,16,22.9
2724,2013,6,17,24.6
2725,2013,6,18,26.9
2726,2013,6,19,26.7
2727,2013,6,20,22.3
2728,2013,6,21,21.8
2729,2013,6,22,22.8
2730,2013,6,23,23.4
2731,2013,6,24,23.3
2732,2013,6,25,24.1
2733,2013,6,26,21.8
2734,2013,6,27,23.0
2735,2013,6,28,22.4
2736,2013,6,29,24.0
2737,2013,6,30,24.2
2738,2013,7,1,23.8
2739,2013,7,2,24.3
2740,2013,7,3,24.1
2741,2013,7,4,25.2
2742,2013,7,5,26.8
2743,2013,7,6,29.2
2744,2013,7,7,29.5
2745,2013,7,8,29.4
2746,2013,7,9,30.1
2747,2013,7,10,30.2
2748,2013,7,11,30.3
2749,2013,7,12,30.9
2750,2013,7,13,30.7
2751,2013,7,14,29.3
2752,2013,7,15,28.5
2753,2013,7,16,25.3
2754,2013,7,17,24.6
2755,2013,7,18,27.7
2756,2013,7,19,25.4
2757,2013,7,20,23.9
2758,2013,7,21,24.8
2759,2013,7,22,26.5
2760,2013,7,23,28.0
2761,2013,7,24,25.4
2762,2013,7,25,26.7
2763,2013,7,26,28.4
2764,2013,7,27,27.6
2765,2013,7,28,27.3
2766,2013,7,29,26.3
2767,2013,7,30,27.8
2768,2013,7,31,27.4
2769,2013,8,1,27.5
2770,2013,8,2,25.6
2771,2013,8,3,26.7
2772,2013,8,4,27.8
2773,2013,8,5,29.1
2774,2013,8,6,28.7
2775,2013,8,7,30.0
2776,2013,8,8,30.3
2777,2013,8,9,31.0
2778,2013,8,10,33.2
2779,2013,8,11,32.9
2780,2013,8,12,31.3
2781,2013,8,13,30.0
2782,2013,8,14,30.2
2783,2013,8,15,30.0
2784,2013,8,16,29.7
2785,2013,8,17,29.6
2786,2013,8,18,29.6
2787,2013,8,19,30.3
2788,2013,8,20,30.5
2789,2013,8,21,29.1
2790,2013,8,22,28.5
2791,2013,8,23,28.2
2792,2013,8,24,29.0
2793,2013,8,25,25.5
2794,2013,8,26,26.7
2795,2013,8,27,25.4
2796,2013,8,28,27.8
2797,2013,8,29,28.3
2798,2013,8,30,31.4
2799,2013,8,31,30.8
2800,2013,9,1,30.4
2801,2013,9,2,29.0
2802,2013,9,3,29.6
2803,2013,9,4,27.9
2804,2013,9,5,27.5
2805,2013,9,6,26.0
2806,2013,9,7,25.9
2807,2013,9,8,25.2
2808,2013,9,9,24.6
2809,2013,9,10,24.8
2810,2013,9,11,24.7
2811,2013,9,12,27.6
2812,2013,9,13,28.2
2813,2013,9,14,28.6
2814,2013,9,15,26.7
2815,2013,9,16,26.5
2816,2013,9,17,23.5
2817,2013,9,18,23.7
2818,2013,9,19,23.9
2819,2013,9,20,24.9
2820,2013,9,21,25.6
2821,2013,9,22,25.3
2822,2013,9,23,22.0
2823,2013,9,24,22.7
2824,2013,9,25,23.3
2825,2013,9,26,22.1
2826,2013,9,27,19.8
2827,2013,9,28,20.3
2828,2013,9,29,22.2
2829,2013,9,30,22.2
2830,2013,10,1,22.3
2831,2013,10,2,23.4
2832,2013,10,3,24.5
2833,2013,10,4,18.3
2834,2013,10,5,17.8
2835,2013,10,6,21.4
2836,2013,10,7,23.6
2837,2013,10,8,25.4
2838,2013,10,9,26.1
2839,2013,10,10,25.0
2840,2013,10,11,25.7
2841,2013,10,12,26.1
2842,2013,10,13,21.6
2843,2013,10,14,20.8
2844,2013,10,15,18.2
2845,2013,10,16,20.1
2846,2013,10,17,18.0
2847,2013,10,18,17.2
2848,2013,10,19,16.2
2849,2013,10,20,15.2
2850,2013,10,21,18.4
2851,2013,10,22,18.6
2852,2013,10,23,17.5
2853,2013,10,24,16.0
2854,2013,10,25,18.0
2855,2013,10,26,15.4
2856,2013,10,27,16.6
2857,2013,10,28,16.1
2858,2013,10,29,14.7
2859,2013,10,30,18.0
2860,2013,10,31,17.8
2861,2013,11,1,17.2
2862,2013,11,2,15.4
2863,2013,11,3,17.4
2864,2013,11,4,16.6
2865,2013,11,5,16.0
2866,2013,11,6,16.0
2867,2013,11,7,15.0
2868,2013,11,8,16.5
2869,2013,11,9,13.3
2870,2013,11,10,16.6
2871,2013,11,11,12.5
2872,2013,11,12,9.6
2873,2013,11,13,9.8
2874,2013,11,14,10.8
2875,2013,11,15,11.3
2876,2013,11,16,12.9
2877,2013,11,17,14.1
2878,2013,11,18,14.4
2879,2013,11,19,12.7
2880,2013,11,20,12.2
2881,2013,11,21,12.0
2882,2013,11,22,12.4
2883,2013,11,23,12.6
2884,2013,11,24,12.6
2885,2013,11,25,14.5
2886,2013,11,26,15.1
2887,2013,11,27,12.9
2888,2013,11,28,14.0
2889,2013,11,29,9.8
2890,2013,11,30,10.2
2891,2013,12,1,10.4
2892,2013,12,2,10.8
2893,2013,12,3,11.7
2894,2013,12,4,11.5
2895,2013,12,5,11.6
2896,2013,12,6,12.5
2897,2013,12,7,11.1
2898,2013,12,8,8.8
2899,2013,12,9,8.2
2900,2013,12,10,9.5
2901,2013,12,11,10.1
2902,2013,12,12,9.9
2903,2013,12,13,9.7
2904,2013,12,14,7.6
2905,2013,12,15,7.2
2906,2013,12,16,8.2
2907,2013,12,17,9.2
2908,2013,12,18,6.6
2909,2013,12,19,6.3
2910,2013,12,20,6.1
2911,2013,12,21,6.8
2912,2013,12,22,7.6
2913,2013,12,23,6.4
2914,2013,12,24,7.6
2915,2013,12,25,6.7
2916,2013,12,26,6.3
2917,2013,12,27,7.0
2918,2013,12,28,5.4
2919,2013,12,29,4.9
2920,2013,12,30,5.4
2921,2013,12,31,6.9
2922,2014,1,1,9.6
2923,2014,1,2,7.3
2924,2014,1,3,5.9
2925,2014,1,4,6.5
2926,2014,1,5,5.4
2927,2014,1,6,5.3
2928,2014,1,7,5.5
2929,2014,1,8,7.3
2930,2014,1,9,7.2
2931,2014,1,10,3.6
2932,2014,1,11,4.3
2933,2014,1,12,5.3
2934,2014,1,13,5.1
2935,2014,1,14,4.2
2936,2014,1,15,3.0
2937,2014,1,16,4.8
2938,2014,1,17,5.8
2939,2014,1,18,5.2
2940,2014,1,19,4.2
2941,2014,1,20,4.8
2942,2014,1,21,6.3
2943,2014,1,22,5.5
2944,2014,1,23,6.5
2945,2014,1,24,7.2
2946,2014,1,25,8.4
2947,2014,1,26,9.5
2948,2014,1,27,4.6
2949,2014,1,28,8.8
2950,2014,1,29,8.9
2951,2014,1,30,10.3
2952,2014,1,31,9.9
2953,2014,2,1,7.9
2954,2014,2,2,9.3
2955,2014,2,3,12.8
2956,2014,2,4,5.0
2957,2014,2,5,1.6
2958,2014,2,6,2.7
2959,2014,2,7,4.0
2960,2014,2,8,0.3
2961,2014,2,9,5.4
2962,2014,2,10,6.0
2963,2014,2,11,3.3
2964,2014,2,12,4.8
2965,2014,2,13,5.3
2966,2014,2,14,1.4
2967,2014,2,15,3.9
2968,2014,2,16,6.9
2969,2014,2,17,7.3
2970,2014,2,18,4.7
2971,2014,2,19,4.7
2972,2014,2,20,4.6
2973,2014,2,21,5.5
2974,2014,2,22,5.1
2975,2014,2,23,5.6
2976,2014,2,24,6.3
2977,2014,2,25,8.2
2978,2014,2,26,10.0
2979,2014,2,27,10.0
2980,2014,2,28,13.8
2981,2014,3,1,8.9
2982,2014,3,2,5.6
2983,2014,3,3,6.6
2984,2014,3,4,6.9
2985,2014,3,5,6.5
2986,2014,3,6,5.4
2987,2014,3,7,4.4
2988,2014,3,8,5.9
2989,2014,3,9,6.4
2990,2014,3,10,4.9
2991,2014,3,11,6.1
2992,2014,3,12,11.0
2993,2014,3,13,12.3
2994,2014,3,14,10.1
2995,2014,3,15,8.3
2996,2014,3,16,10.8
2997,2014,3,17,12.1
2998,2014,3,18,15.4
2999,2014,3,19,11.2
3000,2014,3,20,8.1
3001,2014,3,21,10.1
3002,2014,3,22,9.3
3003,2014,3,23,11.6
3004,2014,3,24,13.6
3005,2014,3,25,16.6
3006,2014,3,26,16.4
3007,2014,3,27,12.6
3008,2014,3,28,14.8
3009,2014,3,29,17.7
3010,2014,3,30,16.5
3011,2014,3,31,15.7
3012,2014,4,1,13.9
3013,2014,4,2,15.2
3014,2014,4,3,13.8
3015,2014,4,4,15.3
3016,2014,4,5,11.4
3017,2014,4,6,9.0
3018,2014,4,7,11.4
3019,2014,4,8,15.8
3020,2014,4,9,15.5
3021,2014,4,10,16.1
3022,2014,4,11,12.9
3023,2014,4,12,14.6
3024,2014,4,13,14.4
3025,2014,4,14,14.0
3026,2014,4,15,16.3
3027,2014,4,16,18.7
3028,2014,4,17,17.7
3029,2014,4,18,11.8
3030,2014,4,19,11.7
3031,2014,4,20,11.0
3032,2014,4,21,13.4
3033,2014,4,22,15.2
3034,2014,4,23,16.2
3035,2014,4,24,16.6
3036,2014,4,25,17.8
3037,2014,4,26,18.2
3038,2014,4,27,18.1
3039,2014,4,28,18.6
3040,2014,4,29,17.8
3041,2014,4,30,16.7
3042,2014,5,1,20.6
3043,2014,5,2,21.0
3044,2014,5,3,21.3
3045,2014,5,4,18.6
3046,2014,5,5,18.1
3047,2014,5,6,14.3
3048,2014,5,7,16.5
3049,2014,5,8,18.7
3050,2014,5,9,19.3
3051,2014,5,10,19.8
3052,2014,5,11,20.6
3053,2014,5,12,19.6
3054,2014,5,13,19.3
3055,2014,5,14,21.9
3056,2014,5,15,19.9
3057,2014,5,16,21.5
3058,2014,5,17,21.1
3059,2014,5,18,20.5
3060,2014,5,19,21.1
3061,2014,5,20,21.7
3062,2014,5,21,17.5
3063,2014,5,22,18.6
3064,2014,5,23,17.8
3065,2014,5,24,20.6
3066,2014,5,25,22.7
3067,2014,5,26,21.3
3068,2014,5,27,21.4
3069,2014,5,28,22.7
3070,2014,5,29,23.1
3071,2014,5,30,24.1
3072,2014,5,31,25.6
3073,2014,6,1,26.6
3074,2014,6,2,25.5
3075,2014,6,3,24.0
3076,2014,6,4,24.3
3077,2014,6,5,21.2
3078,2014,6,6,19.9
3079,2014,6,7,18.4
3080,2014,6,8,20.5
3081,2014,6,9,22.9
3082,2014,6,10,23.5
3083,2014,6,11,22.2
3084,2014,6,12,22.0
3085,2014,6,13,24.9
3086,2014,6,14,24.7
3087,2014,6,15,24.4
3088,2014,6,16,25.0
3089,2014,6,17,24.3
3090,2014,6,18,23.2
3091,2014,6,19,24.8
3092,2014,6,20,24.6
3093,2014,6,21,24.6
3094,2014,6,22,22.5
3095,2014,6,23,24.2
3096,2014,6,24,22.6
3097,2014,6,25,22.6
3098,2014,6,26,23.6
3099,2014,6,27,23.9
3100,2014,6,28,22.8
3101,2014,6,29,23.3
3102,2014,6,30,23.6
3103,2014,7,1,25.3
3104,2014,7,2,25.8
3105,2014,7,3,24.8
3106,2014,7,4,21.6
3107,2014,7,5,22.0
3108,2014,7,6,24.2
3109,2014,7,7,23.4
3110,2014,7,8,26.8
3111,2014,7,9,24.2
3112,2014,7,10,26.6
3113,2014,7,11,28.5
3114,2014,7,12,29.2
3115,2014,7,13,26.9
3116,2014,7,14,28.5
3117,2014,7,15,28.2
3118,2014,7,16,28.0
3119,2014,7,17,27.1
3120,2014,7,18,24.9
3121,2014,7,19,23.8
3122,2014,7,20,24.5
3123,2014,7,21,25.0
3124,2014,7,22,27.7
3125,2014,7,23,29.4
3126,2014,7,24,29.9
3127,2014,7,25,30.5
3128,2014,7,26,30.5
3129,2014,7,27,30.1
3130,2014,7,28,27.7
3131,2014,7,29,27.6
3132,2014,7,30,27.9
3133,2014,7,31,29.5
3134,2014,8,1,29.8
3135,2014,8,2,30.9
3136,2014,8,3,31.0
3137,2014,8,4,30.5
3138,2014,8,5,31.1
3139,2014,8,6,30.8
3140,2014,8,7,29.7
3141,2014,8,8,29.0
3142,2014,8,9,25.4
3143,2014,8,10,26.3
3144,2014,8,11,29.4
3145,2014,8,12,26.3
3146,2014,8,13,26.7
3147,2014,8,14,27.1
3148,2014,8,15,29.5
3149,2014,8,16,27.0
3150,2014,8,17,26.2
3151,2014,8,18,29.1
3152,2014,8,19,30.3
3153,2014,8,20,31.1
3154,2014,8,21,30.5
3155,2014,8,22,30.2
3156,2014,8,23,27.6
3157,2014,8,24,28.4
3158,2014,8,25,27.0
3159,2014,8,26,25.2
3160,2014,8,27,21.2
3161,2014,8,28,21.1
3162,2014,8,29,23.3
3163,2014,8,30,22.6
3164,2014,8,31,23.2
3165,2014,9,1,21.8
3166,2014,9,2,24.5
3167,2014,9,3,24.1
3168,2014,9,4,25.2
3169,2014,9,5,27.8
3170,2014,9,6,27.3
3171,2014,9,7,21.7
3172,2014,9,8,22.1
3173,2014,9,9,23.5
3174,2014,9,10,23.4
3175,2014,9,11,21.8
3176,2014,9,12,23.5
3177,2014,9,13,23.1
3178,2014,9,14,23.8
3179,2014,9,15,24.1
3180,2014,9,16,25.1
3181,2014,9,17,23.3
3182,2014,9,18,22.3
3183,2014,9,19,22.3
3184,2014,9,20,20.5
3185,2014,9,21,21.3
3186,2014,9,22,22.6
3187,2014,9,23,22.1
3188,2014,9,24,22.4
3189,2014,9,25,24.4
3190,2014,9,26,22.9
3191,2014,9,27,20.2
3192,2014,9,28,21.7
3193,2014,9,29,23.5
3194,2014,9,30,24.7
3195,2014,10,1,21.2
3196,2014,10,2,21.7
3197,2014,10,3,25.7
3198,2014,10,4,24.2
3199,2014,10,5,17.2
3200,2014,10,6,21.3
3201,2014,10,7,20.0
3202,2014,10,8,20.3
3203,2014,10,9,21.0
3204,2014,10,10,22.4
3205,2014,10,11,20.3
3206,2014,10,12,18.6
3207,2014,10,13,18.1
3208,2014,10,14,23.1
3209,2014,10,15,15.9
3210,2014,10,16,16.8
3211,2014,10,17,18.4
3212,2014,10,18,17.5
3213,2014,10,19,18.3
3214,2014,10,20,19.4
3215,2014,10,21,19.0
3216,2014,10,22,16.1
3217,2014,10,23,14.3
3218,2014,10,24,16.7
3219,2014,10,25,18.3
3220,2014,10,26,20.1
3221,2014,10,27,19.3
3222,2014,10,28,15.8
3223,2014,10,29,16.4
3224,2014,10,30,16.8
3225,2014,10,31,18.4
3226,2014,11,1,16.8
3227,2014,11,2,19.5
3228,2014,11,3,18.0
3229,2014,11,4,16.2
3230,2014,11,5,15.2
3231,2014,11,6,17.7
3232,2014,11,7,17.7
3233,2014,11,8,14.1
3234,2014,11,9,14.9
3235,2014,11,10,17.8
3236,2014,11,11,14.5
3237,2014,11,12,14.1
3238,2014,11,13,15.0
3239,2014,11,14,12.8
3240,2014,11,15,12.7
3241,2014,11,16,12.5
3242,2014,11,17,12.1
3243,2014,11,18,12.9
3244,2014,11,19,12.1
3245,2014,11,20,9.1
3246,2014,11,21,12.3
3247,2014,11,22,13.8
3248,2014,11,23,14.1
3249,2014,11,24,13.2
3250,2014,11,25,11.1
3251,2014,11,26,9.2
3252,2014,11,27,12.9
3253,2014,11,28,14.1
3254,2014,11,29,13.8
3255,2014,11,30,15.1
3256,2014,12,1,13.5
3257,2014,12,2,10.8
3258,2014,12,3,8.2
3259,2014,12,4,8.8
3260,2014,12,5,8.3
3261,2014,12,6,5.1
3262,2014,12,7,6.2
3263,2014,12,8,6.6
3264,2014,12,9,7.3
3265,2014,12,10,7.3
3266,2014,12,11,9.6
3267,2014,12,12,9.3
3268,2014,12,13,7.0
3269,2014,12,14,4.8
3270,2014,12,15,5.3
3271,2014,12,16,3.6
3272,2014,12,17,4.3
3273,2014,12,18,4.0
3274,2014,12,19,5.4
3275,2014,12,20,5.3
3276,2014,12,21,8.6
3277,2014,12,22,7.1
3278,2014,12,23,6.3
3279,2014,12,24,5.9
3280,2014,12,25,6.3
3281,2014,12,26,5.1
3282,2014,12,27,4.6
3283,2014,12,28,3.8
3284,2014,12,29,4.2
3285,2014,12,30,6.6
3286,2014,12,31,8.0
3287,2015,1,1,3.7
3288,2015,1,2,2.7
3289,2015,1,3,3.8
3290,2015,1,4,4.0
3291,2015,1,5,6.9
3292,2015,1,6,10.8
3293,2015,1,7,5.6
3294,2015,1,8,6.2
3295,2015,1,9,6.7
3296,2015,1,10,6.3
3297,2015,1,11,6.4
3298,2015,1,12,5.2
3299,2015,1,13,6.6
3300,2015,1,14,6.6
3301,2015,1,15,5.4
3302,2015,1,16,8.9
3303,2015,1,17,5.9
3304,2015,1,18,4.7
3305,2015,1,19,5.7
3306,2015,1,20,6.3
3307,2015,1,21,2.5
3308,2015,1,22,4.6
3309,2015,1,23,6.9
3310,2015,1,24,4.9
3311,2015,1,25,7.0
3312,2015,1,26,9.0
3313,2015,1,27,9.8
3314,2015,1,28,5.2
3315,2015,1,29,3.9
3316,2015,1,30,2.2
3317,2015,1,31,4.9
3318,2015,2,1,4.0
3319,2015,2,2,4.7
3320,2015,2,3,4.7
3321,2015,2,4,5.2
3322,2015,2,5,2.6
3323,2015,2,6,5.4
3324,2015,2,7,5.3
3325,2015,2,8,4.0
3326,2015,2,9,2.0
3327,2015,2,10,3.2
3328,2015,2,11,5.6
3329,2015,2,12,7.0
3330,2015,2,13,5.0
3331,2015,2,14,4.9
3332,2015,2,15,5.5
3333,2015,2,16,7.0
3334,2015,2,17,3.9
3335,2015,2,18,3.3
3336,2015,2,19,6.2
3337,2015,2,20,6.3
3338,2015,2,21,6.2
3339,2015,2,22,6.3
3340,2015,2,23,10.7
3341,2015,2,24,9.7
3342,2015,2,25,9.2
3343,2015,2,26,6.6
3344,2015,2,27,8.2
3345,2015,2,28,7.4
3346,2015,3,1,6.9
3347,2015,3,2,9.3
3348,2015,3,3,5.6
3349,2015,3,4,9.6
3350,2015,3,5,9.3
3351,2015,3,6,7.3
3352,2015,3,7,6.0
3353,2015,3,8,8.2
3354,2015,3,9,9.0
3355,2015,3,10,7.7
3356,2015,3,11,6.2
3357,2015,3,12,8.6
3358,2015,3,13,8.9
3359,2015,3,14,8.9
3360,2015,3,15,8.4
3361,2015,3,16,11.1
3362,2015,3,17,14.5
3363,2015,3,18,14.8
3364,2015,3,19,11.9
3365,2015,3,20,11.8
3366,2015,3,21,10.5
3367,2015,3,22,12.9
3368,2015,3,23,10.7
3369,2015,3,24,8.2
3370,2015,3,25,8.1
3371,2015,3,26,9.5
3372,2015,3,27,12.3
3373,2015,3,28,14.1
3374,2015,3,29,14.6
3375,2015,3,30,16.2
3376,2015,3,31,16.7
3377,2015,4,1,13.9
3378,2015,4,2,11.6
3379,2015,4,3,17.3
3380,2015,4,4,13.2
3381,2015,4,5,10.3
