,연,월,일,기온
3382,2015,4,6,16.2
3383,2015,4,7,10.0
3384,2015,4,8,4.1
3385,2015,4,9,7.4
3386,2015,4,10,8.3
3387,2015,4,11,11.5
3388,2015,4,12,12.9
3389,2015,4,13,9.7
3390,2015,4,14,12.1
3391,2015,4,15,15.4
3392,2015,4,16,15.7
3393,2015,4,17,16.4
3394,2015,4,18,14.0
3395,2015,4,19,14.3
3396,2015,4,20,18.4
3397,2015,4,21,17.5
3398,2015,4,22,15.7
3399,2015,4,23,18.0
3400,2015,4,24,18.3
3401,2015,4,25,17.2
3402,2015,4,26,17.8
3403,2015,4,27,19.3
3404,2015,4,28,20.8
3405,2015,4,29,19.4
3406,2015,4,30,19.0
3407,2015,5,1,20.5
3408,2015,5,2,21.0
3409,2015,5,3,21.2
3410,2015,5,4,21.6
3411,2015,5,5,18.3
3412,2015,5,6,18.2
3413,2015,5,7,19.1
3414,2015,5,8,20.7
3415,2015,5,9,18.7
3416,2015,5,10,19.7
3417,2015,5,11,17.2
3418,2015,5,12,19.6
3419,2015,5,13,22.5
3420,2015,5,14,23.1
3421,2015,5,15,22.7
3422,2015,5,16,20.9
3423,2015,5,17,22.2
3424,2015,5,18,21.5
3425,2015,5,19,20.2
3426,2015,5,20,22.2
3427,2015,5,21,19.5
3428,2015,5,22,20.5
3429,2015,5,23,21.6
3430,2015,5,24,21.0
3431,2015,5,25,21.3
3432,2015,5,26,23.3
3433,2015,5,27,23.9
3434,2015,5,28,22.1
3435,2015,5,29,20.7
3436,2015,5,30,23.4
3437,2015,5,31,25.7
3438,2015,6,1,23.6
3439,2015,6,2,23.5
3440,2015,6,3,21.7
3441,2015,6,4,23.1
3442,2015,6,5,18.8
3443,2015,6,6,18.0
3444,2015,6,7,20.8
3445,2015,6,8,21.0
3446,2015,6,9,19.5
3447,2015,6,10,22.6
3448,2015,6,11,23.0
3449,2015,6,12,21.4
3450,2015,6,13,24.0
3451,2015,6,14,22.5
3452,2015,6,15,24.6
3453,2015,6,16,23.3
3454,2015,6,17,21.6
3455,2015,6,18,21.9
3456,2015,6,19,19.1
3457,2015,6,20,21.7
3458,2015,6,21,20.6
3459,2015,6,22,22.6
3460,2015,6,23,23.4
3461,2015,6,24,23.8
3462,2015,6,25,24.3
3463,2015,6,26,22.4
3464,2015,6,27,22.6
3465,2015,6,28,23.2
3466,2015,6,29,21.6
3467,2015,6,30,22.5
3468,2015,7,1,20.5
3469,2015,7,2,22.5
3470,2015,7,3,21.9
3471,2015,7,4,22.5
3472,2015,7,5,20.1
3473,2015,7,6,19.8
3474,2015,7,7,21.3
3475,2015,7,8,22.4
3476,2015,7,9,19.4
3477,2015,7,10,23.2
3478,2015,7,11,25.9
3479,2015,7,12,27.2
3480,2015,7,13,29.4
3481,2015,7,14,29.9
3482,2015,7,15,28.4
3483,2015,7,16,26.4
3484,2015,7,17,26.7
3485,2015,7,18,27.2
3486,2015,7,19,29.4
3487,2015,7,20,28.8
3488,2015,7,21,29.4
3489,2015,7,22,28.9
3490,2015,7,23,27.0
3491,2015,7,24,28.1
3492,2015,7,25,28.6
3493,2015,7,26,30.3
3494,2015,7,27,30.4
3495,2015,7,28,29.6
3496,2015,7,29,29.4
3497,2015,7,30,29.1
3498,2015,7,31,30.0
3499,2015,8,1,30.5
3500,2015,8,2,30.2
3501,2015,8,3,29.8
3502,2015,8,4,30.0
3503,2015,8,5,30.2
3504,2015,8,6,30.9
3505,2015,8,7,31.5
3506,2015,8,8,27.6
3507,2015,8,9,27.9
3508,2015,8,10,27.9
3509,2015,8,11,29.4
3510,2015,8,12,28.9
3511,2015,8,13,27.5
3512,2015,8,14,26.9
3513,2015,8,15,27.7
3514,2015,8,16,27.8
3515,2015,8,17,25.7
3516,2015,8,18,28.2
3517,2015,8,19,27.8
3518,2015,8,20,25.6
3519,2015,8,21,26.0
3520,2015,8,22,28.3
3521,2015,8,23,26.7
3522,2015,8,24,24.3
3523,2015,8,25,21.5
3524,2015,8,26,19.5
3525,2015,8,27,23.6
3526,2015,8,28,21.7
3527,2015,8,29,20.0
3528,2015,8,30,21.2
3529,2015,8,31,22.1
3530,2015,9,1,23.7
3531,2015,9,2,26.9
3532,2015,9,3,25.7
3533,2015,9,4,24.7
3534,2015,9,5,25.4
3535,2015,9,6,23.8
3536,2015,9,7,23.0
3537,2015,9,8,20.0
3538,2015,9,9,22.4
3539,2015,9,10,21.8
3540,2015,9,11,23.9
3541,2015,9,12,24.7
3542,2015,9,13,24.4
3543,2015,9,14,22.9
3544,2015,9,15,22.3
3545,2015,9,16,21.1
3546,2015,9,17,17.9
3547,2015,9,18,20.6
3548,2015,9,19,24.1
3549,2015,9,20,23.3
3550,2015,9,21,22.7
3551,2015,9,22,23.0
3552,2015,9,23,22.4
3553,2015,9,24,20.4
3554,2015,9,25,17.7
3555,2015,9,26,20.5
3556,2015,9,27,21.4
3557,2015,9,28,23.3
3558,2015,9,29,22.7
3559,2015,9,30,20.9
3560,2015,10,1,19.4
3561,2015,10,2,23.2
3562,2015,10,3,21.7
3563,2015,10,4,21.3
3564,2015,10,5,17.9
3565,2015,10,6,17.7
3566,2015,10,7,17.5
3567,2015,10,8,19.4
3568,2015,10,9,20.2
3569,2015,10,10,18.3
3570,2015,10,11,18.9
3571,2015,10,12,18.7
3572,2015,10,13,18.8
3573,2015,10,14,18.4
3574,2015,10,15,18.8
3575,2015,10,16,15.6
3576,2015,10,17,17.5
3577,2015,10,18,18.8
3578,2015,10,19,19.0
3579,2015,10,20,19.0
3580,2015,10,21,17.2
3581,2015,10,22,17.4
3582,2015,10,23,17.9
3583,2015,10,24,19.0
3584,2015,10,25,16.1
3585,2015,10,26,15.5
3586,2015,10,27,18.3
3587,2015,10,28,20.8
3588,2015,10,29,17.1
3589,2015,10,30,17.1
3590,2015,10,31,14.4
3591,2015,11,1,13.1
3592,2015,11,2,12.7
3593,2015,11,3,16.2
3594,2015,11,4,14.4
3595,2015,11,5,15.1
3596,2015,11,6,16.4
3597,2015,11,7,16.5
3598,2015,11,8,15.2
3599,2015,11,9,18.2
3600,2015,11,10,16.5
3601,2015,11,11,14.9
3602,2015,11,12,13.4
3603,2015,11,13,13.1
3604,2015,11,14,13.0
3605,2015,11,15,16.0
3606,2015,11,16,17.2
3607,2015,11,17,18.5
3608,2015,11,18,16.7
3609,2015,11,19,14.5
3610,2015,11,20,13.7
3611,2015,11,21,15.5
3612,2015,11,22,13.1
3613,2015,11,23,12.2
3614,2015,11,24,14.3
3615,2015,11,25,8.7
3616,2015,11,26,8.7
3617,2015,11,27,9.9
3618,2015,11,28,9.4
3619,2015,11,29,10.4
3620,2015,11,30,10.0
3621,2015,12,1,10.8
3622,2015,12,2,9.5
3623,2015,12,3,10.5
3624,2015,12,4,9.9
3625,2015,12,5,9.8
3626,2015,12,6,10.6
3627,2015,12,7,9.2
3628,2015,12,8,8.0
3629,2015,12,9,7.5
3630,2015,12,10,8.8
3631,2015,12,11,14.7
3632,2015,12,12,12.6
3633,2015,12,13,10.2
3634,2015,12,14,11.6
3635,2015,12,15,11.5
3636,2015,12,16,12.9
3637,2015,12,17,10.1
3638,2015,12,18,7.8
3639,2015,12,19,7.1
3640,2015,12,20,6.9
3641,2015,12,21,8.8
3642,2015,12,22,11.0
3643,2015,12,23,6.8
3644,2015,12,24,10.3
3645,2015,12,25,10.9
3646,2015,12,26,8.5
3647,2015,12,27,7.3
3648,2015,12,28,6.0
3649,2015,12,29,6.3
3650,2015,12,30,7.2
3651,2015,12,31,6.6
3652,2016,1,1,7.5
3653,2016,1,2,7.3
3654,2016,1,3,9.3
3655,2016,1,4,9.2
3656,2016,1,5,10.9
3657,2016,1,6,8.9
3658,2016,1,7,8.7
3659,2016,1,8,6.8
3660,2016,1,9,7.3
3661,2016,1,10,7.9
3662,2016,1,11,7.1
3663,2016,1,12,3.4
3664,2016,1,13,4.3
3665,2016,1,14,6.0
3666,2016,1,15,5.6
3667,2016,1,16,6.5
3668,2016,1,17,5.8
3669,2016,1,18,2.8
3670,2016,1,19,5.1
3671,2016,1,20,4.1
3672,2016,1,21,5.4
3673,2016,1,22,5.8
3674,2016,1,23,3.9
3675,2016,1,24,3.3
3676,2016,1,25,2.9
3677,2016,1,26,3.8
3678,2016,1,27,6.3
3679,2016,1,28,7.8
3680,2016,1,29,5.4
3681,2016,1,30,3.3
3682,2016,1,31,6.1
3683,2016,2,1,4.7
3684,2016,2,2,6.0
3685,2016,2,3,5.0
3686,2016,2,4,5.1
3687,2016,2,5,7.5
3688,2016,2,6,6.7
3689,2016,2,7,5.0
3690,2016,2,8,4.4
3691,2016,2,9,6.6
3692,2016,2,10,6.0
3693,2016,2,11,6.0
3694,2016,2,12,7.2
3695,2016,2,13,14.0
3696,2016,2,14,18.5
3697,2016,2,15,8.1
3698,2016,2,16,5.6
3699,2016,2,17,6.2
3700,2016,2,18,6.2
3701,2016,2,19,9.7
3702,2016,2,20,8.0
3703,2016,2,21,9.5
3704,2016,2,22,6.7
3705,2016,2,23,6.7
3706,2016,2,24,5.8
3707,2016,2,25,3.8
3708,2016,2,26,5.8
3709,2016,2,27,7.8
3710,2016,2,28,8.7
3711,2016,2,29,8.3
3712,2016,3,1,5.2
3713,2016,3,2,6.3
3714,2016,3,3,9.2
3715,2016,3,4,10.4
3716,2016,3,5,10.7
3717,2016,3,6,13.2
3718,2016,3,7,14.1
3719,2016,3,8,15.8
3720,2016,3,9,8.7
3721,2016,3,10,6.1
3722,2016,3,11,4.6
3723,2016,3,12,5.8
3724,2016,3,13,6.7
3725,2016,3,14,5.7
3726,2016,3,15,8.1
3727,2016,3,16,8.7
3728,2016,3,17,13.1
3729,2016,3,18,14.8
3730,2016,3,19,14.9
3731,2016,3,20,13.4
3732,2016,3,21,9.5
3733,2016,3,22,11.0
3734,2016,3,23,11.5
3735,2016,3,24,6.3
3736,2016,3,25,8.1
3737,2016,3,26,8.0
3738,2016,3,27,10.4
3739,2016,3,28,11.3
3740,2016,3,29,13.0
3741,2016,3,30,14.9
3742,2016,3,31,14.9
3743,2016,4,1,12.8
3744,2016,4,2,10.5
3745,2016,4,3,13.1
3746,2016,4,4,15.6
3747,2016,4,5,10.8
3748,2016,4,6,14.6
3749,2016,4,7,13.8
3750,2016,4,8,16.1
3751,2016,4,9,17.1
3752,2016,4,10,17.2
3753,2016,4,11,11.6
3754,2016,4,12,10.5
3755,2016,4,13,14.4
3756,2016,4,14,15.0
3757,2016,4,15,16.3
3758,2016,4,16,15.8
3759,2016,4,17,19.2
3760,2016,4,18,18.9
3761,2016,4,19,16.2
3762,2016,4,20,14.9
3763,2016,4,21,16.5
3764,2016,4,22,17.3
3765,2016,4,23,17.9
3766,2016,4,24,15.7
3767,2016,4,25,18.1
3768,2016,4,26,19.2
3769,2016,4,27,18.1
3770,2016,4,28,14.4
3771,2016,4,29,15.8
3772,2016,4,30,16.0
3773,2016,5,1,18.2
3774,2016,5,2,17.4
3775,2016,5,3,20.4
3776,2016,5,4,22.1
3777,2016,5,5,22.1
3778,2016,5,6,18.1
3779,2016,5,7,21.2
3780,2016,5,8,21.3
3781,2016,5,9,18.5
3782,2016,5,10,18.4
3783,2016,5,11,21.4
3784,2016,5,12,21.7
3785,2016,5,13,21.2
3786,2016,5,14,19.8
3787,2016,5,15,17.6
3788,2016,5,16,19.0
3789,2016,5,17,18.3
3790,2016,5,18,20.0
3791,2016,5,19,19.3
3792,2016,5,20,17.2
3793,2016,5,21,19.1
3794,2016,5,22,22.4
3795,2016,5,23,23.5
3796,2016,5,24,23.4
3797,2016,5,25,22.2
3798,2016,5,26,23.0
3799,2016,5,27,19.4
3800,2016,5,28,19.3
3801,2016,5,29,21.7
3802,2016,5,30,17.4
3803,2016,5,31,20.4
3804,2016,6,1,21.5
3805,2016,6,2,20.7
3806,2016,6,3,19.4
3807,2016,6,4,21.7
3808,2016,6,5,19.3
3809,2016,6,6,20.0
3810,2016,6,7,19.6
3811,2016,6,8,21.9
3812,2016,6,9,21.2
3813,2016,6,10,23.5
3814,2016,6,11,23.5
3815,2016,6,12,23.9
3816,2016,6,13,19.8
3817,2016,6,14,22.2
3818,2016,6,15,20.8
3819,2016,6,16,22.1
3820,2016,6,17,24.2
3821,2016,6,18,26.7
3822,2016,6,19,24.3
3823,2016,6,20,24.3
3824,2016,6,21,22.7
3825,2016,6,22,22.7
3826,2016,6,23,23.0
3827,2016,6,24,22.7
3828,2016,6,25,25.4
3829,2016,6,26,25.5
3830,2016,6,27,24.4
3831,2016,6,28,19.1
3832,2016,6,29,21.5
3833,2016,6,30,23.0
3834,2016,7,1,25.6
3835,2016,7,2,27.0
3836,2016,7,3,29.2
3837,2016,7,4,27.8
3838,2016,7,5,21.7
3839,2016,7,6,23.1
3840,2016,7,7,27.4
3841,2016,7,8,25.3
3842,2016,7,9,22.4
3843,2016,7,10,25.6
3844,2016,7,11,28.0
3845,2016,7,12,27.1
3846,2016,7,13,25.1
3847,2016,7,14,25.9
3848,2016,7,15,22.2
3849,2016,7,16,24.1
3850,2016,7,17,25.9
3851,2016,7,18,28.7
3852,2016,7,19,27.3
3853,2016,7,20,26.3
3854,2016,7,21,21.8
3855,2016,7,22,21.4
3856,2016,7,23,22.4
3857,2016,7,24,23.9
3858,2016,7,25,24.7
3859,2016,7,26,23.8
3860,2016,7,27,24.5
3861,2016,7,28,26.5
3862,2016,7,29,27.2
3863,2016,7,30,27.2
3864,2016,7,31,27.5
3865,2016,8,1,27.4
3866,2016,8,2,25.9
3867,2016,8,3,26.8
3868,2016,8,4,28.1
3869,2016,8,5,28.7
3870,2016,8,6,29.1
3871,2016,8,7,28.6
3872,2016,8,8,28.5
3873,2016,8,9,31.9
3874,2016,8,10,29.1
3875,2016,8,11,27.3
3876,2016,8,12,26.7
3877,2016,8,13,26.5
3878,2016,8,14,26.0
3879,2016,8,15,26.6
3880,2016,8,16,26.9
3881,2016,8,17,28.7
3882,2016,8,18,26.9
3883,2016,8,19,27.6
3884,2016,8,20,25.7
3885,2016,8,21,27.9
3886,2016,8,22,25.7
3887,2016,8,23,26.8
3888,2016,8,24,26.5
3889,2016,8,25,28.0
3890,2016,8,26,28.3
3891,2016,8,27,24.3
3892,2016,8,28,22.6
3893,2016,8,29,25.6
3894,2016,8,30,25.1
3895,2016,8,31,26.8
3896,2016,9,1,27.0
3897,2016,9,2,26.7
3898,2016,9,3,27.2
3899,2016,9,4,26.7
3900,2016,9,5,28.4
3901,2016,9,6,28.8
3902,2016,9,7,27.1
3903,2016,9,8,26.4
3904,2016,9,9,27.0
3905,2016,9,10,26.6
3906,2016,9,11,23.2
3907,2016,9,12,24.7
3908,2016,9,13,22.6
3909,2016,9,14,23.1
3910,2016,9,15,24.1
3911,2016,9,16,22.9
3912,2016,9,17,25.3
3913,2016,9,18,24.6
3914,2016,9,19,21.3
3915,2016,9,20,19.1
3916,2016,9,21,20.1
3917,2016,9,22,19.4
3918,2016,9,23,20.8
3919,2016,9,24,21.8
3920,2016,9,25,23.6
3921,2016,9,26,25.4
3922,2016,9,27,25.6
3923,2016,9,28,26.5
3924,2016,9,29,24.6
3925,2016,9,30,21.4
3926,2016,10,1,19.7
3927,2016,10,2,23.1
3928,2016,10,3,22.7
3929,2016,10,4,24.9
3930,2016,10,5,24.0
3931,2016,10,6,26.0
3932,2016,10,7,21.4
3933,2016,10,8,21.2
3934,2016,10,9,22.3
3935,2016,10,10,18.4
3936,2016,10,11,17.6
3937,2016,10,12,17.9
3938,2016,10,13,16.5
3939,2016,10,14,15.6
3940,2016,10,15,16.7
3941,2016,10,16,17.4
3942,2016,10,17,17.5
3943,2016,10,18,20.9
3944,2016,10,19,20.8
3945,2016,10,20,21.9
3946,2016,10,21,18.2
3947,2016,10,22,16.7
3948,2016,10,23,18.1
3949,2016,10,24,14.9
3950,2016,10,25,14.0
3951,2016,10,26,19.1
3952,2016,10,27,19.0
3953,2016,10,28,12.2
3954,2016,10,29,15.5
3955,2016,10,30,11.9
3956,2016,10,31,14.3
3957,2016,11,1,13.4
3958,2016,11,2,10.9
3959,2016,11,3,12.9
3960,2016,11,4,14.0
3961,2016,11,5,14.6
3962,2016,11,6,14.8
3963,2016,11,7,11.0
3964,2016,11,8,9.9
3965,2016,11,9,10.4
3966,2016,11,10,9.6
3967,2016,11,11,9.0
3968,2016,11,12,13.6
3969,2016,11,13,13.6
3970,2016,11,14,13.7
3971,2016,11,15,15.3
3972,2016,11,16,12.5
3973,2016,11,17,12.6
3974,2016,11,18,11.3
3975,2016,11,19,9.8
3976,2016,11,20,13.6
3977,2016,11,21,12.6
3978,2016,11,22,14.0
3979,2016,11,23,11.4
3980,2016,11,24,2.8
3981,2016,11,25,5.6
3982,2016,11,26,8.3
3983,2016,11,27,10.6
3984,2016,11,28,11.1
3985,2016,11,29,10.5
3986,2016,11,30,8.8
3987,2016,12,1,10.0
3988,2016,12,2,11.5
3989,2016,12,3,10.8
3990,2016,12,4,11.6
3991,2016,12,5,12.7
3992,2016,12,6,10.8
3993,2016,12,7,7.5
3994,2016,12,8,8.6
3995,2016,12,9,11.1
3996,2016,12,10,8.5
3997,2016,12,11,6.8
3998,2016,12,12,7.0
3999,2016,12,13,9.4
4000,2016,12,14,8.1
4001,2016,12,15,6.2
4002,2016,12,16,4.8
4003,2016,12,17,6.7
4004,2016,12,18,8.2
4005,2016,12,19,10.0
4006,2016,12,20,9.6
4007,2016,12,21,10.5
4008,2016,12,22,14.6
4009,2016,12,23,14.0
4010,2016,12,24,8.6
4011,2016,12,25,6.6
4012,2016,12,26,6.9
4013,2016,12,27,11.1
4014,2016,12,28,6.0
4015,2016,12,29,4.3
4016,2016,12,30,6.0
4017,2016,12,31,6.3
4018,2017,01,01,2.7
4019,2017,01,02,5.0
4020,2017,01,03,2.0
4021,2017,01,04,3.9
4022,2017,01,05,3.8
4023,2017,01,06,5.4
4024,2017,01,07,4.6
4025,2017,01,08,6.5
4026,2017,01,09,1.5
4027,2017,01,10,-3.7
4028,2017,01,11,-3.8
4029,2017,01,12,-2.2
4030,2017,01,13,-6.0
4031,2017,01,14,-8.4
4032,2017,01,15,-6.6
4033,2017,01,16,-3.8
4034,2017,01,17,-2.0
4035,2017,01,18,-0.5
4036,2017,01,19,-1.2
4037,2017,01,20,-4.4
4038,2017,01,21,-5.2
4039,2017,01,22,-8.3
4040,2017,01,23,-8.9
4041,2017,01,24,-7.0
4042,2017,01,25,-5.2
4043,2017,01,26,-1.3
4044,2017,01,27,-2.6
4045,2017,01,28,-1.6
4046,2017,01,29,0.8
4047,2017,01,30,-4.8
4048,2017,01,31,-5.4
4049,2017,02,01,-4.0
4050,2017,02,02,-2.7
4051,2017,02,03,1.5
4052,2017,02,04,0.9
4053,2017,02,05,1.2
4054,2017,02,06,-1.7
4055,2017,02,07,-2.0
4056,2017,02,08,-2.2
4057,2017,02,09,-5.3
4058,2017,02,10,-6.6
4059,2017,02,11,-4.8
4060,2017,02,12,-2.2
4061,2017,02,13,0.1
4062,2017,02,14,0.3
4063,2017,02,15,1.8
4064,2017,02,16,5.5
4065,2017,02,17,0.8
4066,2017,02,18,-2.6
4067,2017,02,19,2.3
4068,2017,02,20,-1.5
4069,2017,02,21,-0.6
4070,2017,02,22,1.7
4071,2017,02,23,-1.5
4072,2017,02,24,-0.8
4073,2017,02,25,2.6
4074,2017,02,26,3.6
4075,2017,02,27,3.7
4076,2017,02,28,5.6
4077,2017,03,01,5.0
4078,2017,03,02,1.8
4079,2017,03,03,3.3
4080,2017,03,04,5.7
4081,2017,03,05,5.2
4082,2017,03,06,0.1
4083,2017,03,07,-1.3
4084,2017,03,08,-0.1
4085,2017,03,09,3.2
4086,2017,03,10,4.8
4087,2017,03,11,7.3
4088,2017,03,12,8.2
4089,2017,03,13,6.9
4090,2017,03,14,5.8
4091,2017,03,15,6.3
4092,2017,03,16,6.2
4093,2017,03,17,7.7
4094,2017,03,18,9.5
4095,2017,03,19,10.9
4096,2017,03,20,10.2
4097,2017,03,21,7.4
4098,2017,03,22,7.6
4099,2017,03,23,9.1
4100,2017,03,24,8.7
4101,2017,03,25,8.1
4102,2017,03,26,7.3
4103,2017,03,27,6.1
4104,2017,03,28,7.1
4105,2017,03,29,8.8
4106,2017,03,30,10.6
4107,2017,03,31,8.6
4108,2017,04,01,9.0
4109,2017,04,02,9.0
4110,2017,04,03,11.4
4111,2017,04,04,14.1
4112,2017,04,05,12.0
4113,2017,04,06,10.4
4114,2017,04,07,14.5
4115,2017,04,08,13.0
4116,2017,04,09,14.8
4117,2017,04,10,16.5
4118,2017,04,11,15.3
4119,2017,04,12,11.5
4120,2017,04,13,12.7
4121,2017,04,14,13.0
4122,2017,04,15,16.8
4123,2017,04,16,18.7
4124,2017,04,17,14.7
4125,2017,04,18,11.7
4126,2017,04,19,12.6
4127,2017,04,20,12.9
4128,2017,04,21,13.1
4129,2017,04,22,14.8
4130,2017,04,23,14.9
4131,2017,04,24,15.1
4132,2017,04,25,16.0
4133,2017,04,26,15.1
4134,2017,04,27,13.6
4135,2017,04,28,14.4
4136,2017,04,29,17.1
4137,2017,04,30,19.3
4138,2017,05,01,20.1
4139,2017,05,02,20.7
4140,2017,05,03,21.5
4141,2017,05,04,21.0
4142,2017,05,05,20.9
4143,2017,05,06,14.9
4144,2017,05,07,16.6
4145,2017,05,08,17.9
4146,2017,05,09,17.1
4147,2017,05,10,16.4
4148,2017,05,11,19.3
4149,2017,05,12,19.1
4150,2017,05,13,16.4
4151,2017,05,14,15.7
4152,2017,05,15,16.0
4153,2017,05,16,17.1
4154,2017,05,17,18.6
4155,2017,05,18,20.4
4156,2017,05,19,21.1
4157,2017,05,20,20.9
4158,2017,05,21,21.5
4159,2017,05,22,21.8
4160,2017,05,23,20.0
4161,2017,05,24,21.8
4162,2017,05,25,19.2
4163,2017,05,26,17.7
4164,2017,05,27,19.5
4165,2017,05,28,21.2
4166,2017,05,29,22.9
4167,2017,05,30,23.6
4168,2017,05,31,23.3
4169,2017,06,01,23.3
4170,2017,06,02,20.5
4171,2017,06,03,20.5
4172,2017,06,04,21.7
4173,2017,06,05,24.2
4174,2017,06,06,19.4
4175,2017,06,07,17.6
4176,2017,06,08,20.1
4177,2017,06,09,21.2
4178,2017,06,10,21.5
4179,2017,06,11,22.8
4180,2017,06,12,22.1
4181,2017,06,13,21.5
4182,2017,06,14,21.8
4183,2017,06,15,23.1
4184,2017,06,16,25.5
4185,2017,06,17,24.2
4186,2017,06,18,24.3
4187,2017,06,19,24.8
4188,2017,06,20,26.0
4189,2017,06,21,25.4
4190,2017,06,22,25.3
4191,2017,06,23,26.7
4192,2017,06,24,24.5
4193,2017,06,25,23.8
4194,2017,06,26,23.1
4195,2017,06,27,25.2
4196,2017,06,28,26.0
4197,2017,06,29,26.2
4198,2017,06,30,25.9
4199,2017,07,01,25.3
4200,2017,07,02,24.3
4201,2017,07,03,24.7
4202,2017,07,04,26.7
4203,2017,07,05,27.4
4204,2017,07,06,27.6
4205,2017,07,07,26.4
4206,2017,07,08,26.0
4207,2017,07,09,26.3
4208,2017,07,10,24.0
4209,2017,07,11,26.0
4210,2017,07,12,27.1
4211,2017,07,13,27.6
4212,2017,07,14,28.7
4213,2017,07,15,25.0
4214,2017,07,16,26.2
4215,2017,07,17,26.8
4216,2017,07,18,26.5
4217,2017,07,19,28.3
4218,2017,07,20,29.9
4219,2017,07,21,29.8
4220,2017,07,22,29.3
4221,2017,07,23,27.0
4222,2017,07,24,26.2
4223,2017,07,25,29.4
4224,2017,07,26,28.7
4225,2017,07,27,27.1
4226,2017,07,28,25.5
4227,2017,07,29,27.2
4228,2017,07,30,27.9
4229,2017,07,31,25.7
4230,2017,08,01,28.6
4231,2017,08,02,30.0
4232,2017,08,03,30.2
4233,2017,08,04,30.3
4234,2017,08,05,31.4
4235,2017,08,06,29.8
4236,2017,08,07,29.2
4237,2017,08,08,28.2
4238,2017,08,09,27.6
4239,2017,08,10,24.8
4240,2017,08,11,27.0
4241,2017,08,12,27.8
4242,2017,08,13,26.3
4243,2017,08,14,24.6
4244,2017,08,15,21.9
4245,2017,08,16,23.3
4246,2017,08,17,24.8
4247,2017,08,18,26.3
4248,2017,08,19,26.1
4249,2017,08,20,23.2
4250,2017,08,21,25.8
4251,2017,08,22,27.3
4252,2017,08,23,27.2
4253,2017,08,24,26.5
4254,2017,08,25,25.3
4255,2017,08,26,24.2
4256,2017,08,27,22.7
4257,2017,08,28,21.5
4258,2017,08,29,19.5
4259,2017,08,30,19.8
4260,2017,08,31,22.2
4261,2017,09,01,23.3
4262,2017,09,02,23.8
4263,2017,09,03,23.7
4264,2017,09,04,24.6
4265,2017,09,05,21.9
4266,2017,09,06,20.6
4267,2017,09,07,22.4
4268,2017,09,08,24.3
4269,2017,09,09,23.8
4270,2017,09,10,23.0
4271,2017,09,11,21.2
4272,2017,09,12,22.1
4273,2017,09,13,21.4
4274,2017,09,14,22.4
4275,2017,09,15,22.6
4276,2017,09,16,22.0
4277,2017,09,17,23.1
4278,2017,09,18,21.9
4279,2017,09,19,22.6
4280,2017,09,20,19.5
4281,2017,09,21,20.3
4282,2017,09,22,20.6
4283,2017,09,23,21.8
4284,2017,09,24,22.4
4285,2017,09,25,23.4
4286,2017,09,26,25.1
4287,2017,09,27,22.7
4288,2017,09,28,19.2
4289,2017,09,29,17.4
4290,2017,09,30,20.0
4291,2017,10,01,18.2
4292,2017,10,02,22.0
4293,2017,10,03,17.6
4294,2017,10,04,16.7
4295,2017,10,05,18.7
4296,2017,10,06,18.9
4297,2017,10,07,21.9
4298,2017,10,08,23.0
4299,2017,10,09,22.5
4300,2017,10,10,21.4
4301,2017,10,11,15.5
4302,2017,10,12,11.4
4303,2017,10,13,12.8
4304,2017,10,14,14.4
4305,2017,10,15,15.8
4306,2017,10,16,16.6
4307,2017,10,17,16.2
4308,2017,10,18,16.5
4309,2017,10,19,17.0
4310,2017,10,20,17.0
4311,2017,10,21,17.6
4312,2017,10,22,16.3
4313,2017,10,23,13.7
4314,2017,10,24,14.4
4315,2017,10,25,14.4
4316,2017,10,26,14.5
4317,2017,10,27,16.9
4318,2017,10,28,17.2
4319,2017,10,29,11.5
4320,2017,10,30,7.7
4321,2017,10,31,10.4
4322,2017,11,01,14.4
4323,2017,11,02,15.5
4324,2017,11,03,12.3
4325,2017,11,04,7.8
4326,2017,11,05,8.4
4327,2017,11,06,11.4
4328,2017,11,07,14.4
4329,2017,11,08,13.1
4330,2017,11,09,9.4
4331,2017,11,10,9.8
4332,2017,11,11,5.9
4333,2017,11,12,5.3
4334,2017,11,13,8.4
4335,2017,11,14,7.5
4336,2017,11,15,3.2
4337,2017,11,16,1.0
4338,2017,11,17,3.0
4339,2017,11,18,-2.1
4340,2017,11,19,-1.6
4341,2017,11,20,-0.4
4342,2017,11,21,1.3
4343,2017,11,22,4.3
4344,2017,11,23,0.9
4345,2017,11,24,-0.4
4346,2017,11,25,3.0
4347,2017,11,26,3.3
4348,2017,11,27,2.5
4349,2017,11,28,6.4
4350,2017,11,29,3.2
4351,2017,11,30,-2.4
4352,2017,12,01,-2.2
4353,2017,12,02,1.9
4354,2017,12,03,4.9
4355,2017,12,04,-1.2
4356,2017,12,05,-4.2
4357,2017,12,06,0.2
4358,2017,12,07,0.7
4359,2017,12,08,-3.8
4360,2017,12,09,-0.5
4361,2017,12,10,1.1
4362,2017,12,11,-7.0
4363,2017,12,12,-9.4
4364,2017,12,13,-8.7
4365,2017,12,14,-6.6
4366,2017,12,15,-3.0
4367,2017,12,16,-5.7
4368,2017,12,17,-6.7
4369,2017,12,18,-1.6
4370,2017,12,19,-3.9
4371,2017,12,20,-3.9
4372,2017,12,21,-0.9
4373,2017,12,22,3.4
4374,2017,12,23,6.1
4375,2017,12,24,2.9
4376,2017,12,25,-2.1
